epoch,Loss,Accuracy
0,3.88289475440979,0.47305
250,10.12745475769043,0.36673333333333336
500,42.20634078979492,0.3994333333333333
750,13.585457801818848,0.3521166666666667
1000,11.054383277893066,0.3988333333333333
1250,8.77276611328125,0.42105
1500,6.347846508026123,0.4628833333333333
1750,6.886067867279053,0.4037833333333333
2000,6.802095890045166,0.4308
2250,6.021310806274414,0.48933333333333334
2500,6.631053924560547,0.46536666666666665
2750,4.298109531402588,0.58175
3000,4.723190784454346,0.5802666666666667
3250,5.293585300445557,0.58405
3500,4.9249091148376465,0.5021666666666667
3750,4.398360252380371,0.5314
4000,4.681694030761719,0.5355166666666666
4250,4.0212860107421875,0.5781666666666667
4500,4.9658522605896,0.56235
4750,4.9187726974487305,0.5842333333333334
5000,4.3231940269470215,0.60785
5250,4.049476623535156,0.5912666666666667
5500,4.154358386993408,0.5938833333333333
5750,4.107398986816406,0.5901833333333333
6000,4.287741184234619,0.59025
6250,4.438014984130859,0.5910666666666666
6500,4.6327805519104,0.5871833333333333
6750,4.014326572418213,0.5874666666666667
7000,5.132022380828857,0.59115
7250,4.730872631072998,0.5898
7500,4.684828281402588,0.5869166666666666
7750,5.080936908721924,0.5883
8000,4.867510795593262,0.5872
8250,4.940952777862549,0.5890333333333333
8500,4.960380554199219,0.6795333333333333
8750,4.918673515319824,0.6205
9000,4.443253040313721,0.6274833333333333
9250,4.937554359436035,0.6048833333333333
9500,4.953537464141846,0.6091333333333333
9750,4.817623615264893,0.6092
10000,4.8315653800964355,0.6095833333333334
10250,5.523251056671143,0.6108
10500,4.525146007537842,0.6110833333333333
10750,4.5363383293151855,0.621
11000,4.512554168701172,0.6208
11250,4.17462158203125,0.6333166666666666
11500,4.4195451736450195,0.6364833333333333
11750,4.8925862312316895,0.6347
12000,4.660618782043457,0.6190666666666667
12250,4.5490641593933105,0.6203333333333333
12500,4.404192924499512,0.62575
12750,3.891904592514038,0.6314166666666666
13000,4.2932233810424805,0.6490666666666667
13250,4.648714065551758,0.6299666666666667
13500,4.503480911254883,0.63115
13750,4.316789150238037,0.6292833333333333
14000,4.6571197509765625,0.6280166666666667
14250,4.336028575897217,0.6287666666666667
14500,4.596761226654053,0.6285666666666667
14750,3.5985589027404785,0.62765
15000,4.3341522216796875,0.6284666666666666
15250,4.263308048248291,0.6287333333333334
15500,3.9510467052459717,0.6286666666666667
15750,4.541131973266602,0.6026666666666667
16000,4.20988655090332,0.6023666666666667
16250,4.197555065155029,0.6015666666666667
16500,4.376188278198242,0.6020333333333333
16750,4.41038703918457,0.6013333333333334
17000,4.349116802215576,0.6003333333333334
17250,4.881866455078125,0.59935
17500,4.526057720184326,0.6010333333333333
17750,4.219820976257324,0.6895
18000,4.221256732940674,0.6113
18250,4.24477481842041,0.6133333333333333
18500,4.61472749710083,0.5433666666666667
18750,4.418972492218018,0.5972833333333334
19000,3.9441511631011963,0.5452666666666667
19250,3.8699052333831787,0.5442166666666667
19500,4.669800758361816,0.5444666666666667
19750,4.379675388336182,0.545
20000,3.8730363845825195,0.5445
20250,3.7232072353363037,0.5449833333333334
20500,4.19232702255249,0.5440166666666667
20750,3.9096879959106445,0.544
21000,3.849796772003174,0.5977
21250,4.245766639709473,0.5971666666666666
21500,4.0410966873168945,0.6354
21750,3.7151260375976562,0.63525
22000,3.829761028289795,0.6349333333333333
22250,4.4207563400268555,0.6349166666666667
22500,4.02652645111084,0.6348166666666667
22750,4.203370094299316,0.6348
23000,4.184597969055176,0.6220333333333333
23250,4.256524562835693,0.6345666666666666
23500,4.063267230987549,0.6217166666666667
23750,4.0728325843811035,0.6345333333333333
24000,4.568531513214111,0.6213333333333333
24250,4.095869541168213,0.6212666666666666
24500,3.560823917388916,0.62115
24750,3.834507942199707,0.6212
