epoch,Loss,Accuracy
0,2.88966703414917,0.32625
25,5.602973937988281,0.26095
50,3.530536413192749,0.24018333333333333
75,4.996915817260742,0.30366666666666664
100,7.645434379577637,0.2253
125,4.818284034729004,0.24398333333333333
150,5.7954559326171875,0.3309666666666667
175,9.76491641998291,0.13415
200,6.973912239074707,0.36178333333333335
225,5.4512619972229,0.38156666666666667
250,6.547441482543945,0.34731666666666666
275,6.318357467651367,0.3342833333333333
300,6.6258978843688965,0.36715
325,5.921071529388428,0.41376666666666667
350,6.079801559448242,0.37165
375,7.230301856994629,0.4025666666666667
400,5.530628681182861,0.48993333333333333
425,5.951420783996582,0.37976666666666664
450,7.669004440307617,0.31435
475,5.747862339019775,0.39393333333333336
500,6.510256290435791,0.41555
525,6.1995530128479,0.38505
550,4.988675594329834,0.36873333333333336
575,6.424903392791748,0.35545
600,5.4486870765686035,0.3774666666666667
625,5.810546875,0.4061666666666667
650,4.492095947265625,0.44425
675,4.480978012084961,0.45876666666666666
700,5.511429786682129,0.454
725,5.00944185256958,0.4444
750,4.970222473144531,0.45761666666666667
775,4.4554338455200195,0.4926333333333333
800,5.121820449829102,0.5004833333333333
825,4.596808910369873,0.5034
850,4.223372936248779,0.50565
875,4.517204284667969,0.5150333333333333
900,4.18206787109375,0.5149333333333334
925,3.9474761486053467,0.5060833333333333
950,4.5764570236206055,0.48541666666666666
975,4.286760330200195,0.5269333333333334
1000,3.9387733936309814,0.5202666666666667
1025,3.9659924507141113,0.5130833333333333
1050,4.371496677398682,0.5149833333333333
1075,4.571831703186035,0.5391166666666667
1100,4.157102584838867,0.49635
1125,4.67203426361084,0.49988333333333335
1150,4.067396640777588,0.5916166666666667
1175,4.155850410461426,0.5751
1200,4.170943737030029,0.5843833333333334
1225,4.583357334136963,0.578
1250,4.426795482635498,0.58535
1275,4.434624671936035,0.5875666666666667
1300,4.154129981994629,0.5822166666666667
1325,3.9046807289123535,0.58325
1350,4.625721454620361,0.5898666666666667
1375,3.7948098182678223,0.5936166666666667
1400,3.9183127880096436,0.5616333333333333
1425,4.179780006408691,0.5616666666666666
1450,3.873225688934326,0.5617333333333333
1475,4.340047359466553,0.5694166666666667
1500,3.7236030101776123,0.6708
1525,3.7336268424987793,0.6688833333333334
1550,3.616424560546875,0.6711666666666667
1575,3.521723508834839,0.7224833333333334
1600,3.7856197357177734,0.72165
1625,3.4946060180664062,0.72125
1650,4.095250606536865,0.67305
1675,3.373293876647949,0.7227
1700,3.943962812423706,0.6593
1725,3.8835954666137695,0.6463666666666666
1750,3.528973340988159,0.6511833333333333
1775,3.59232234954834,0.6544666666666666
1800,4.174129486083984,0.6483666666666666
1825,4.037159442901611,0.6522833333333333
1850,3.7998836040496826,0.6509666666666667
1875,3.676872968673706,0.65335
1900,3.994374990463257,0.75535
1925,3.4991374015808105,0.6447833333333334
1950,3.9435665607452393,0.6635833333333333
1975,3.532644510269165,0.6542833333333333
2000,3.7332708835601807,0.6669
2025,3.6565380096435547,0.6445666666666666
2050,3.4637298583984375,0.6645666666666666
2075,3.326024055480957,0.64395
2100,3.2970759868621826,0.6556166666666666
2125,3.1954095363616943,0.6535333333333333
2150,3.7246477603912354,0.6631333333333334
2175,3.6946465969085693,0.6410833333333333
2200,3.4529566764831543,0.64055
2225,3.4488232135772705,0.6341
2250,3.1243112087249756,0.6320166666666667
2275,3.5515518188476562,0.63115
2300,3.7254209518432617,0.6335
2325,3.23669695854187,0.6322333333333333
2350,3.6284072399139404,0.6308
2375,3.7904603481292725,0.63105
2400,3.6582963466644287,0.6312666666666666
2425,3.3578414916992188,0.6740666666666667
2450,3.233321189880371,0.7222666666666666
2475,3.6074905395507812,0.6319
2500,3.3996474742889404,0.6326
2525,3.370770215988159,0.6319833333333333
2550,3.3600311279296875,0.6318666666666667
2575,3.510638952255249,0.7233166666666667
2600,3.676748037338257,0.7236833333333333
2625,3.533399820327759,0.72275
2650,3.5263166427612305,0.7226333333333333
2675,3.91204571723938,0.7230333333333333
2700,3.530473470687866,0.7230166666666666
2725,3.4643211364746094,0.72285
2750,3.5875942707061768,0.7230166666666666
2775,3.416581392288208,0.72265
2800,3.5468945503234863,0.72265
2825,3.3927605152130127,0.7228
2850,3.534064292907715,0.7226666666666667
2875,3.47123646736145,0.7227
2900,3.8502004146575928,0.7227333333333333
2925,3.5651750564575195,0.7227666666666667
2950,3.7918412685394287,0.7228
2975,3.0727148056030273,0.7228166666666667
